model,policy,category,field,snippet,found
qwen__qwen3-5-397b-a17b,tiktok,biometric_data,retention_policy.policy_snippet_deletion,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
qwen__qwen3-5-397b-a17b,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,tiktok,health_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,health_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,health_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,tiktok,physiological_data,collected.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,physiological_data,stored.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,physiological_data,shared.policy_snippet,,empty
qwen__qwen3-5-397b-a17b,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-5-397b-a17b,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,tiktok,physical_data,collected.policy_snippet,"We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings, livestreams, comments, hashtags, feedback, reviews, and the associated metadata (such as when, where, and by whom the content was created).",true
qwen__qwen3-5-397b-a17b,tiktok,physical_data,stored.policy_snippet,"For example, when we process your information to provide you with the Platform, we keep this information for as long as you have an account. This information includes your Account Information, User Content, and Messages.",true
qwen__qwen3-5-397b-a17b,tiktok,physical_data,shared.policy_snippet,"Users and the Public. Based on your privacy settings, your information, including your Account Information, User Content, and Usage Information may be visible to other users and the public.",true
qwen__qwen3-5-397b-a17b,tiktok,physical_data,retention_policy.policy_snippet_deletion,"Delete your information. You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information.",true
qwen__qwen3-5-397b-a17b,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-5-397b-a17b,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history.",true
qwen__qwen3-5-397b-a17b,tiktok,behavioral_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
qwen__qwen3-5-397b-a17b,tiktok,behavioral_data,shared.policy_snippet,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services.",true
qwen__qwen3-5-397b-a17b,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
qwen__qwen3-5-397b-a17b,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,amazon,biometric_data,collected.policy_snippet,"We use your voice input, images, videos, and other personal information to respond to your requests, provide the requested service to you, and improve our services.",false
qwen__qwen3-8b,amazon,biometric_data,stored.policy_snippet,"A recording of what you ask Alexa is sent to Amazon's cloud, where we process your request and other information to respond to you.",false
qwen__qwen3-8b,amazon,biometric_data,shared.policy_snippet,We may share your voice recordings with third-party skills to improve their functionality.,false
qwen__qwen3-8b,amazon,biometric_data,retention_policy.policy_snippet_deletion,You can review and delete Alexa voice recordings... We may still retain other records of your Alexa interactions.,false
qwen__qwen3-8b,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,amazon,health_data,collected.policy_snippet,,empty
qwen__qwen3-8b,amazon,health_data,stored.policy_snippet,,empty
qwen__qwen3-8b,amazon,health_data,shared.policy_snippet,,empty
qwen__qwen3-8b,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,amazon,physiological_data,collected.policy_snippet,,empty
qwen__qwen3-8b,amazon,physiological_data,stored.policy_snippet,,empty
qwen__qwen3-8b,amazon,physiological_data,shared.policy_snippet,,empty
qwen__qwen3-8b,amazon,physiological_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,amazon,physical_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services... Our physical stores may use cameras, computer vision, sensors, and other technology to gather information about your activity in the store, such as the products and services you interact with.",false
qwen__qwen3-8b,amazon,physical_data,stored.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services... Our physical stores may use cameras, computer vision, sensors, and other technology to gather information about your activity in the store...",false
qwen__qwen3-8b,amazon,physical_data,shared.policy_snippet,,empty
qwen__qwen3-8b,amazon,physical_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,amazon,physical_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
qwen__qwen3-8b,amazon,behavioral_data,stored.policy_snippet,We automatically collect and store certain types of information about your use of Amazon Services...,true
qwen__qwen3-8b,amazon,behavioral_data,shared.policy_snippet,"We share customers' personal information with third-party service providers to perform functions on our behalf, such as analyzing data and providing marketing assistance.",false
qwen__qwen3-8b,amazon,behavioral_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,apple_health_app,biometric_data,collected.policy_snippet,,empty
qwen__qwen3-8b,apple_health_app,biometric_data,stored.policy_snippet,,empty
qwen__qwen3-8b,apple_health_app,biometric_data,shared.policy_snippet,,empty
qwen__qwen3-8b,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,apple_health_app,health_data,collected.policy_snippet,"Apple may collect consumer health personal data directly from you, from your interactions with our products and services, and from third parties acting at your direction.",true
qwen__qwen3-8b,apple_health_app,health_data,stored.policy_snippet,,empty
qwen__qwen3-8b,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
qwen__qwen3-8b,apple_health_app,health_data,retention_policy.policy_snippet_deletion,,empty
qwen__qwen3-8b,apple_health_app,health_data,retention_policy.policy_snippet_inactivity,,empty
qwen__qwen3-8b,apple_health_app,physiological_data,collected.policy_snippet,"Measurements of bodily functions, vital signs, and other related information. For instance, if you choose to participate in an Apple-sponsored health study, you may be asked to provide information about your symptoms or vital signs (for example, heart rate) as part of your consent to participate in the study.",true
qwen__qwen3-8b,apple_health_app,physiological_data,stored.policy_snippet,"if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
